Player,Guesser,9,2024-12-05 16:20
Player,PC VS PLAYER,Computer Win,2024-12-05 16:44
Player,Guesser,61,2024-12-05 17:01
Player,QUESTIONER,001,2024-12-05 17:05
Player,QUESTIONER,001,2024-12-05 17:12
Player,QUESTIONER,001,2024-12-05 17:14
Player,QUESTIONER,001,2024-12-05 17:15
Player,QUESTIONER,100,2024-12-05 17:16
